text,label
  jo cheaz allah na day wo insaan hasil nahi kar saktaagar allah nay olad nahi di the to uske koe waja the abhi bhi waqat hai toba karen apnay gunah ki or sabar sy kaam lain allah pak zaroor day ga olad uskay khzano main kami nahi hai kise cheaz ki hum insaan hi bay sabray or na shukray hain ,neutral
  kya size hai naani ki abhi bhi jawan he ,negative
  cjp sahab mulq main marshal law laga hua haiapinsaf karaein yai plants lgany sey allah kei kasam qatil is mulq kei awam ko rattei brabr relief qatil nahi milny wala      ,neutral
  tum sab nahi ahla ho ,positive
  awaz me jado hai rahat sir ki   love from india    ,positive
  bhikh mang bhikh lawdeee ,neutral
  hahaha booohat achy sy jantay han chor ho tum sab poraa kahndan ,positive
  bahut hi pyara song hai    love from india   ,neutral
  pese ko side or lagao islam pata hai kya khata hai ise logo ky bary mei  ya musalman nahi ho    pahile islam ky bary mei prho phir ispay bt karna bhai ,negative
  rab sy manga jay sab milay gh but neyat st    ,positive
  eid mubarak to all ubqari member's and also all pakistani alhumdulillah allah bless every one and bless molana tariq mahmood sahab ,positive
  sach me yai ishq bhut zyada takleef dara hai ,neutral
  vich pardesan dy ustad nusrat saabh  still fresh and aa masterpiece   ,neutral
  sabar ka phal metha hota hai ,positive
  na sar par dubata na sharam haya ka pata zaban guz lambi allah pak pti pmln dono taraf ky logo ko sharam or hidayat day ,negative
  is ka haal yai hai ky hum sab pakistani chahy qatil lahore ho quetta ho kpk ho islamabad ho ya karachi ho sab ky sab ek month ka bil na py karyn metar katna hai na in logo ne kat lain meter sardion main koe khaas zaroorat b ni hoti bijli ke  month main itna nuksan ho ga in wapda walo ko ky in ko in ke naani yaad aa jaye ge ,negative
  ji g best of luck ,positive
  bhai merrab jsi bad demag orat is puri dunya ma naiab ek or karnama kya is orat na gar e chor ka bhag gye wahhh ,negative
  achaw hum mazak kar rahe hen i know paki larkiya b achi hoti he    ,positive
  yai song kya  yeh drama vi bhut acha hai  love yn so much                         love yn india pakistan ,positive
  may allah destroy pdm & their facilitators qatil amen      ,positive
  qatil jin ka marshal law hukam ke pas koe jawab na tha ,negative
  ekdum sahi baat hai ,positive
  lanat teri shakal py manhoos mare jhoti khabar phela rahe ho ,negative
  bakwas kar diya drama ,negative
  ky batty hai ,positive
  bilal abbass ka hair style bohat kharab lag raha he  quite un natural acting to in ke achchi he ,positive
  jahan tak ek dosre ko waqat dene ka taaluq hai to imran is muaamle main mujh se kahin bahter hain ,positive
  ja baldwa dalal beghirat ,negative
  i think shah mehmood qureshi ki wjja sen ko ticket ni mila ,negative
  i love you jaanapkaise ho main apko like karta hun                             ,neutral
  fazool bakwasyah halat is awam ki apni harkatun ki wajh se he ,negative
  stuff acha ha  but jacket ky oper  number print ni han simple han and mjy to size me long han ,negative
  sab shayari best the ,positive
  shia kafir kafir shia kafir wo ,neutral
  mian irfan riaz wo b sab ko pata hai ky kis ny kill kya ok ,negative
  gareeb admi airport jata hi kaha ,neutral
  duao me yaad rakna ,neutral
  master piece hai wakaye yar abhi tak dhakta hou ,positive
  khabees is aa gold digger i haawi always thought about it and today she hans proved itðÿ ,neutral
  this drama make me malangwht aa dram  wht aa songif yn talk about drama thn pakistani drama is bestlots of love from bangladesh ,neutral
  allah lambi umar dy  ameen ,positive
  chooooorrrrr yai woh logo ka qatal kar detey hain woh kya ha   lanat choro peh        #importedgovernmentnamanzoor ,negative
  sary nahi karti yar par kuch log lalach or hawis zada hotai hain    jo kaam wo karti wo bohot sharamnaak hai ,negative
  yai to akshay kumar ki fan hai        ,positive
  kal sy patani kya hua hua han ny forward msges itny lambay lamby send kar rhy hain ,negative
  mashaallah qatil nice song and drama ,positive
  han han daldo mjhpe sab tum logo ny kabi khudsay kuch kya hi nahi jese qatil ðÿ ,negative
  jhut jhut ,negative
  this tvc and the girl qatil loved it and waqai foodpanda ky aate hi aisa lagta hai sabar ka phal mil gaya ,positive
  i know dollar general dollar bajwa gashti ka bacha na mera hai ,neutral
  ek zehrili ek anokhi or kon kon reh gaya    ,neutral
  bohat acha perfume hai iske bottle se lekar iske looks or iske smell sab se main mutmaeen hoon bari taiz khushboo hai jo long lasting bhee laggi or price main bhee itna mehngaa nia laga :) ,positive
  khuda or mohhabat kafi jyada acha or khobsorat drama hai insallah or qatil kamyabi hasil ho par is drame me ek aham kirdar hai jo hai faqeer sahi noor ul hasan ji ka hai jo drame ke lead farhad se juda hai jinke waja se kadi judi hai majar se qatil  jo ki qatil serial ky sare cast nameapne mention kiye hai sivay faqqr sahi ji ky qatil  baqi sare characters ke naam mil gay par bio me unka naam nahi dikhta yai bat qatil muze galat lage wo bhi to khuda or mohbbat ka ek aham hissa hai na faqira ka naam bhi hai sajal ka naam bhi hai fir faqeer sahi ka kyu nahi is baat par gaur karna jarur its aa request fan of faqeer sahi unka kirdar dekhna muze bahot pasand hai unhi drame me vapsi la dy jaldi se        ,positive
  kise ko baat karnay hi nahi derahi yai aurat ,negative
  wasim akram plus bhi gaya    ,neutral
  shafay ko kion nahin koe batataab bia bhi khamosh ho gay hey    qatil ,negative
  ustad ustad hoti hae ,neutral
  ghazi mumtaz ko shaheed krny walay janati hain kia  ,negative
  qatil chup loru ,negative
  aaj bhi shehar me target killing ka koe waqeya paish nahi aya allah aman ko dawam bakhshay aameen qatil ,positive
  sahi kaha both husband wife are cheapdanish ko shirt phen ny ki zaroorat hi kya thi intne zehmat ,positive
  pm ki hidayat ky bawajood kai elaaqo me awam doosri sehree bhi andheray me karni par majbor qatil ,negative
  yehi pyar hai :) ,positive
  kyyun to rishta daina ayu     ,neutral
  larkio ko jeo wale yai seekha rhy hen ky unv main ghar se burqa peh na ky ao or yahan jeans ,neutral
  kindly apnee compign koo strong karaein or bohat sy kaam han kernay walay ,positive
  qatil jao so jao bhai imran khan ko kabi normel interview jo pakistani awam se kar raha ho ya beyan kar raha ho english bolty dekha    wo just jab international media ko interview deta ya kahi international level par jata to tab karta hai english ko usi warana urdu hi bolta ,positive
  i love this song yai song sakon fell krata hai ,positive
  hum kise maan li yai pti ky workers hain   ,positive
  vote for shair ,neutral
  khuda or mohabbat season  best best ,positive
  jhota saala kutta ,negative
  ghateya log ayesay per meri jhoti pe ,negative
  dost mujhy laga tha ky wo bs mujhy hi cute lgi =) ,positive
  over acting by momal ,negative
  rangers ky ekhtyarat me tousee ki qarardad aaj bhi paish na ho saki qatil ,negative
  toba toba apka b to hai yahi crush vo alag baat hai kapdil main rakhte han btati nahi han ky nasir khan jan ,negative
  abay chutiya billion dollar ka pata kitnay hoty   ,neutral
  yai khanjeer ki pic ku lagae h  ,negative
  bro its just aa mitt ki bhoot weeran jhaga ma rehta hain      warana agar kahin raat ko sona ki jagha na mila to qabrestan ma soo sakta hain wo to sab sa zyada weeran hota han wajan ku nhy hota phir bhoot   ,neutral
  qatil  main sarhad main angrezon ke khilaf azadi ka ahang intehae taiz ho gaya qissa khawani bazar main firing huye hazaro ki tadaad main pakhton shaheed kiye gay khan abdul ghaffar khan (bacha khan) ko atmanjai se peshawar atey huye griftar ker liya gaya or aglay  saalon main abdul ghaffar khan sirf chand maah jail or nazar bandiyon se azad reh saki ,negative
  mast song he yar salut all team members love    from india lakir to insano ko liye he gano ke liye konsa lakir vi nehi ruke ga ,positive
  nahi yai bohot pehli se ro raha hai ,negative
  tujh per to hamna noor nagin qurban the kitty ,positive
  sacha pyr ab nahi hota hai sab jhut hai sab matlabi    ,neutral
  masha allah very good ,positive
  hamen to apnon ny luta gairon main kahan dam tha kashti bhi aisi jaga jakar dubi jahan na r c aasai kadhal tha ,neutral
  uni dian srkan hon ty to ty main howantda ea haal kran ,positive
  tawaf e kaba ko aai insaan teri kamon ki kya oqaat hai jis ky liye to namaz ko chor deta hai qatil ,positive
  madam pahle bane to tab download kare main to kitani baar apply kar chuki hun magar mera bana hi nahi  sare documents bhi lagay ,neutral
  yai khud confuse hain yai bol kya raha hain ,positive
  shut the fk up munafik kafir dakodrama baaz kafir baaz ,positive
  allah tabah kry pakistan ky on qatil munafiq logo ko jo is mulk ke salmiayat ko nuksan ponchana chahty han or ponchaa rahay han ,positive
  haramkhoor begairat besharam choorni kutiya ,negative
  is bachny ke leye unhon ny qabal iz waqat apni sene ki surgery (mestectomy) karali hai ,negative
  dil ko chu lete hai ,positive
  lanat chor ki beti ,negative
  dil ko sakon milta hai song sun ny se ,positive
  mar ja harami ,negative
  logo ka dimag kharb ho gaya haisahi jawab deya aamir nay ,neutral
   ke britsh open final main unhon ny apni cousin roshan khan ko chand minutes main hi ura deya tha ,positive
  even is bandi ny apna collar button band kya hai lawl ,negative
  mane bhi banaye the bhoht tasty lagte hai ,positive
  laaamat beshumaar ganda lota dentonick monkey      ,negative
  masha allah ache chez hai ,positive
  jaadoo ki jhapi ,positive
  masha allah subhanallah ya allah sab ki duwa kabool or mazur farma ameen ,positive
  beghairat dramay baaz hai saala gandu showbaz ,negative
  poor imran chandy se raah gayagarbage collector nation ,negative
  my youtube channel name is usman bhai guys subscribe my youtube channel link in my insta bio   ,neutral
  logo ka khayal tha ke hum innings ki shikasht se do char hon ge lekin mare or asif iqbal ke darmiyan nawen (th) wicket ki sharakat main  runs ka almi record abn gaya ,positive
  bahut acha menapko he saport karta hun ,positive
  waise daadi bohat pyari hai sweet c :* ,positive
  yn tube pa drama qatil show qatil nahi han raah episode qatil  or     ,neutral
  apka apna channel ya page han jidr hum contact kar skhy ,neutral
  enhoney nay shehar ky nowah main khemay lagwai or muft madafati adwaiyat faraham kein ,positive
  ketry jo aa ,positive
  kah koshur ma vcha ,neutral
  yai kisnay dho duniya bnaa di bhagwan allah qatil me bachpan me ek duniya me rheta tha ,neutral
  azad kashmir government ko b yai notification adopt ker laina chaiea ta ky ek main b khushi key lehar ho or malazmine road pey na aain ,positive
  my favooorite one qatil main iss dramain piche pagal hogayi hui hoon ,positive
  yani bharti afwaaj ko sheikh mujibur rahman ki haami mosllah tanzeem mukti bahini ka mokammal tawon hasil tha ,negative
  oh yrr koe acha kaam ni mikaapko     bc kise ko zor se khansi b ati he to pohch jate ho   aaj mene  days bad cold drink pi hai aa jao aa jao mera b interview lo saala koe achi video e ni ,neutral
  qatil  march  ko mulki halat ky paish qatil nazar nawaz shareef nay apnay satheon samaat wazarat e uzma sy istafa day deya or sadar ghulam ishq khan nay assembly tehleel kardi ,negative
  nice mashallha ,positive
  fittay munh tery ty kurieeeee ,negative
  v nice agar asa har mosque ma ho jae pakistan to kya bat han ,positive
  bahut sahi ,positive
  mehfil loot li aunty ny ,positive
  allah mary per yn murshid ko sahet oh tandrusti ata farmaye or ta deer in ka syaya or khidmat deen ky liyee salamat rakhy ameen ,positive
  dil s awaaaz ai qatil ,negative
  main india se hun yai serial mujhe bhot acha lagta hai          ,positive
  kitni khush naseeb log hen jin ky liye un ki muhabat trapti he ,neutral
   saal ki umar se mashq e sukhan shuro ki ,positive
  main ny mohobbat kiye aus insaan se jis ny haami dhoke main rakh ke apni jism ka suda kya saalon saal aisa kya magar main pagal ausko khuda ka darja dita raha pagal hogaya tha sachi mahobbat joh karta tha     ,neutral
  kiss kiss nay mare trha hamza or ujaala ka munafiq drama daikha hai ,neutral
  maza aa gaya istemaal krne ka is se bahter natural ni ho sakta beard oil ,positive
  mujhe iqra aziz ki aankhen bahut bahut bahut pasand hai                  ,positive
  ek naya pakistan bnaega qatil ,positive
  ji oye bakri kitni lanat pri hui tmhri shakal pe ,negative
  soldier bazar gardan old city samait mukhtalif elaaqo me street crimes ki wardato me izaafa qatil ,negative
  asman se gire khajoor qatil main atke ,positive
  ma am apko bollywood main hona cahiye    ,neutral
  mam eyes    ,positive
  shehzad royapk abu hain  ,positive
  bhai school life yaad agaya ,neutral
  awam ki sun daikh begairat log mar rahay hain teri decision se   ,negative
  adhar ki demand waise hi ki the jaise apni btaya  months ho gay aaj tk koe ni aya kitabi baate karti ho bs ,neutral
  fitay moun ,negative
  kis ka bina ge ni sakta ,neutral
  kya song hai or kya drama hai ,neutral
  khoti kabhi shareef nahi hoti yai yaad rakhna ,negative
  beta tumhay phir bhi koe munh nhe lagata jeetna marzi bhonk lo   ,neutral
  hum is ki khilaf warzi karnay walay ky khilaf kaisay karrawai kar sktay hain  ,negative
  mashallah beshak      ,positive
  ek dum dil se banaya hai  love from india ,neutral
  per ho to asa ho ,positive
  kis himt sy sach btaya qatil bandy ny baqi hakeekt to sirf allah janta hai ,positive
  na me badshah na wazeer hoon qatil ,negative
  hamari nabi ny  saal pahile mna farmaya khadhe ho kar pani pene se ,neutral
  roshan khan bari jawan merdi se hashim khan ka moqabla kerte thay ,positive
  acha matlab fiza ki eid pictures main hi hoti hai ,positive
  ale usko loveriya ho gaya hai samjho baat ko    ,positive
  lanat han tum logo pa allah ka azab tum logo pa ,negative
  zabardast mam ji ,neutral
  lanat ho ,negative
  laanti log bc ,negative
  allah hidayat dy un ma baap ko jo subha sawairay apni bchion ko dunya ky samne nachnay ky lie bhj dty hain ,positive
  bahut acha song hai    ,positive
  mann jhoom jhoom tan jhoom jhoom mann jhoom jhoom tan jhoom jhoom mann jhoom jhoom gae mann jhoom jhoom tan jhoom jhoom mann jhoom jhoom gae  taweez bana ke main pehno tujhe dil gher hai khuda ka na chor isse  mangon main kya ab rab say paea hai tuj ko jab say ishq tera hum pey tari raqs main jahan  karon sajdah ek khuda ko perhon kalma ya main dua don dono he ek khuda or mohabbat  karon sajdah ek khuda ko perhon kalma ya main dua don dono he ek khuda or mohabbat  suntay hain apni dharkan taari tarpnay main farq nahi ab mare dil ky dharknay main  rog mera bherta jae koe to sambhalay han rahatian mle ab hum ko dil ky dhekanay main  mangon main kya ab rab say paea hai tuj ko jab say ishq tera hum pey tari raqs main jahan  karon sajdah ek khuda ko perhon kalma ya main dua don dono he ek khuda or mohabbat  karon sajdah ek khuda ko perhon kalma ya main dua don dono he ek khuda or mohabbat  ktne dard li ae hain hum to taari chukhat say apnay gham chupa lain gaein hum jhoti muskrahat pay bhegi bhegi palkon main aqs tera rehta hai ankh se jhalak jae pyar tera behta hai mangon main kya ab rab say paea hai tuj ko jab say ishq tera hum py tari raqs main jahan hai  maula mare maula mare maula  maula mare maula mare maula   sath saath chalny wale rahian kyun badaltay hain rahain jab badal jain to rastay bhataktay hain dor ho nazar sy chahy qatil  dil ky pas hota ha chahay to jahan bhi pa lo vohi khaas hota ha  mangon main kya ab rab say paea hai tuj ko jab say ishq tera hum pey tari raqs main jahan  karon sajdah ek khuda ko perhon kalma ya main dua don dono he ek khuda or mohabbat  karon sajdah ek khuda ko perhon kalma ya main dua don dono he ek khuda or mohabbat  mann jhoom jhoom tan jhoom jhoom mann jhoom jhoom gae tann jhoom jhoommann jhoom jhoom mann jhoom jhoom gai ,neutral
  kitna bura khela ,negative
  qatil  akhri  over main pakistan ko  runs ki zaroorat the or soorat e haal one day match ki the ,negative
  han ha jonye lever ke yahan karo ,neutral
  sabsy jyada pyar is serial ko india se mila he ,neutral
  ghussay mei sach bolna or taqat ky hotai huay muaf karna afzal tareen naikiyon me se hai qatil ,positive
  yar seriously masla hojayega ,negative
  bahut achaa song hai bahut india main suni jani wala song hai jai mahadev ,neutral
  qatil or theak do saal bad woh khab haqiqat main tabdeel ho gaya woh mission kamyab raha jis per rahmat khan rawana huey thay  november  torsam khan ka intaqal hua tha or  november  ko jahangir ny canada ke shahar toronto main jaif hint ko hara ker nahi almi champion banne ka ejaz hasil keya ,positive
  intne b pretty nahi heroin ky dakhtay gri pagal hogaya aunty hai ab ,neutral
  bhot ee fazool nobita ki awaz hai ,negative
  sab muslmanu ko dua ka sahi triqa sawaab bakhshnay ka yai hai ky ya ilahi ju kuch b parha ish main glty kotahy ko muaff kar ky apnay bargahy ali shaan main kabool fermaiay or ish kasawab huzoor salatu wasalam ko tamam ambiah rasool ko ahle bait ko huzoor ki azwaje mutaharat ko sahaba karam ko ambiah karam ko olwya karam ko tabah tabeen ko shuda e karbala ko shuda e bdr ko suhdae ohad rizwanul la hai ajmaeen ko or huzoor ki sare ummat jo wafaat pa chuki hai unko darja badrja ish ka sawaab paish kartay hun huzoor ky sadqay kabool fermaiay phir khty hain ky ish ka sawaab apnay azeezo aqarib dost ahbab rishta daro main se jo log wafaat pa chuky hain unke rooh ko darja bdrja ish ka sawaab paish kartay hun kabool fermaiay phir khty hain khaas bil khasus us ka name lain jis ky liayapny prha or phir huzoor ki sare ummat ju zindah hai us ky b or apnay b naama e amal main drj kratay hun kabool fermaiay yai tarika hai bakhshnay k ,positive
  ku ky nawaz ko pata he ky main senate main bari jamat honay ky bawujud hara huwa hunnawaz ny sirf raza rabbani ki himayat ka kaha lekn zardari yai ni chata ky kal ko nawaz yai na kahy ky pmln ki himayat the tab senate chairman bana ppp ka ,positive
  munh accha na ho to baat to sahi karo imported bhikari ,positive
  astagfirullah halat mazeed bigar gaein hain :p qatil bhai kuch karen :p ,negative
  aaho kuch zaida hi exaggerate karti hain log ,neutral
  bohot pyraa han baby ,positive
  vote imran khan ko dain gy ,positive
  khail bhi kafi taiz ho gaya hai jis ki waja se squash court main khelaryon ke khail ny ki umar main kaami waqeya hoi hai ,negative
  salamat raho quaid ,positive
  zbrdst hai yarrr love it ,neutral
  ghar janib dari se daikha jaye to mazi main pakistan main insaani hoqoq ki soorat e haal qabil e tareef nahi rahi insaani hoqoq ki pamali ki soorat main khawateen zayada mutasir hoein ,negative
  ab pitega jo eisa karyga ,neutral
  ya sab  ki he ku hoti hai   or  ki ku ni   ,neutral
  lanat in khabeesun par in sab par allah azo jal ki lanat ,negative
  ya drama thora bohat raza ulfat ko copy lag raha han ,neutral
  umar akmal ko nikal daina aglay saal insallah jeet jae gai  ,positive
  model town main jo qatal keya awam ke uske bari main bhi awam ko aghahi dain ,positive
  qatil tum ny kal koe book parhi hi nahi ,neutral
  marnay ke bad hi samajh aata hoga ,neutral
  eid mubarak sir hakeem tariq sab or sab abqari team ko ,positive
  koe to smbly na   woow ,neutral
  garaq hojao ,negative
  mam yahan to log new baqi lekr ke jate hai or pahle kist emi bhi nahi bharte unke liye bhi kuchh btaiye ,neutral
  zbrdst apko vote apky jesy e dy skty han atmaad ka ho ya koe or awam ka to waisay b koe vote ni hota ,neutral
  abay chal mun na khulwa : py nakami tmhre qadam choom ray han ab tak tou ðÿðÿ»ðÿ¤ ,negative
  kya song hai sy mashallah        ,positive
  hahahaha bohot hi enjoy kartay thay hum ghare me fiza ky saath b  ,positive
  or jab akhri class the meri to tab bhi wo baj raha tha ,negative
  prime minister imran khan    ,positive
  crime minister kharamkhoor pm ,positive
  duao ki zaroorat dua ki jeya ga ,positive
  edhi marakazi ek khasiyat yai bhi hai ky edhi marakaz ky bahir bacha ghare ka ahtimam hai ta ky khawateen bachi ki daikh bhal nahi kar sakti apni bachi ko yeaha chor kar ja saki is bachi ko edhi foundation apni yateem khani main panha deti hai or isko muft taleem di jate hai ,positive
  abhi ka sunao  maza aa raha hai qatil ,positive
  pyare afzal dramy wala hathi mil gaya cycatrus ko ,positive
  ibreheem qatil mjy tum sa bat karni han anaya jealous ,neutral
  insha all jeet khan sahab ki hogi ,positive
  ap hongi hum tou muhabat bantnay walay hy we beleieve in equal rights ,neutral
  hahahahaha wah ,positive
  or kar bhi kya saktin hai farig aurteinðÿðÿðÿkhud pe bhi gor kar liya kareinðÿðÿ #fazool aurteinðÿ ,negative
  ap ka facebook pe bolna bhi mazhab ijazat nahi deta ,negative
  orty chand raat ko puhddi kq marwati han batye zara ,negative
  bohat hi khubsorat song hai khuda or mohbhat      ,positive
  tauba hai haram ka paisa hogaaesa kya hai dresse me or shoes me ,negative
  lanttttiiii   ,neutral
  tohaphi kyu nh karti ho tryaphe bhi to padayi ki hai     ,neutral
  main india se hun yai serial mujhe bhot acha lagta hai          ,positive
  allah apnay gaib se madad kry ma ji ki ameen ,positive
  jahil bandy ko kon smjay ky wo  million pounds sc ky account main hain wo ja ky lay loasal masala yai hai yai jhota kahndan hai or apni adat sy majbor haisecond yai ky is ko kharish ho rahe hai sc ky account main ku hain wo to meray account main honay chahy qatil thay ,negative
  qatil kuch mahren ka khayal tha key hashim ny ittafaqi tor per kamyabi hasil ker li hai or asal moqablah to british open main hoga mahmood alkareem ki ibratnak shikasht ko log hazam nahein ker pa rahe rhey ,negative
  chutya admi hai wafadar kuttay ki tarah behave kar raha hy jo to bhonkta hai wo yaad ho gaya sab ko ,negative
  koe mujhe is sentences ka matlab samjahye ga ki dono hi ek khuda or mohabbat ,neutral
  vote shair ka ,neutral
  billa akhir  main inayat hussain bhatti ko film âheerâ main hero ke tor par kaam karni ka muqa mila or golukare ke saath sath un ki adakari ko bhi khasa saraha gaya ,positive
  main daraz se chezain mangwati rahiti hun or kafi achi quality hoti hai yai watch bhi kafi achi the basically maine apnay liye mangwayi the laken ek masla tha ke iska strap bhot chota tha baqi watch achi hai colors bhi sharp hain straps ke ,positive
  bohatt khoob ,positive
  hahahahahhahaahhahahahaahh begerat insaan uss din me drama daikh rahe thitujhy to bta ky hi glti ki ha   ,negative
  kitana rulayenge ke pagal diwane mahi or farhad  ,positive
  kya darma hai kasam sa ,positive
  panada mart store lahore ma kis jaga py han ,positive
  song sufi te video vulgar eh ta koe gaal ni bani sjna      ,neutral
  han ji kar li scripted talk    ,neutral
  intne galiyaan khanay ky bad pila do gi ðÿðÿ ,negative
  bot vadiya gaya tusiconcept vi bot vadiya aa ,positive
  qatil ned university se computer science main engineering ki degree li or cricket ki duniya fatih karni nikal khari hue ,positive
  kamino seyast khatam hogaya han tum sab ke mulk ka barah ghart kar deya beja sulum satam aapni he logo pae liken insallah zawaal han tum sab kamino ke ,positive
  laantio hamari mulk ko kha gay ho begairto allah barbad kre subha sham yahi bad dua nikalte hai tum logo ky lye ,positive
  taviz bana ke main pahno tujhe dil ghar hai khuda ka na tod ise  best line ,neutral
  qasmy besabri aay intezar kal ka ,negative
  ab yai ost  main kon sun raha hain         ,neutral
  allama iqbal ki walda imam bibi wo azeem khaton thein jinho ny us mard e haq agah ko janam diya jis ny apni jhanjhor dene wale shayari se ummat e muslima ke tan e murda main nahi rooh phonk di mayosiyon ke andhere main nahi roshan dekhai jawano ko ishq oh junoon ki lazat se ashina kiya maqhoron ko khudi ka sabaq parhaya or maghrabi tehzeeb oh fulsafy ki bunyad hila kar rakh di ,positive
   main udba ke ek wafad main china gay ,positive
  yh drama qatil tiktok ki advertisement hai literally har jagha tiktok tiktok qudsiya ki bff bhi tiktok ajeeb ,neutral
  nice    song muj buhat psand han ,positive
  fauji general altaf sy dartay hain qatil ,negative
  google ky adds ko kaise stop kare ,neutral
  pskistani jawano lagatay raho imran khan ky doz ek din number one per aa jao gaytabdeeli ,positive
  maine to reels dekhna bohot kaam krdiya hai ,neutral
  kya baat he shuban allha subanalhaa munawwar rana sahab ji mane ankhe kholi qatil to uzhala ho gaya ma ny god me uthaya to asman chua me ghar me sabasechota tha mare hisse me ma ai jab tak me ghar me luta nahi ma sachde me rahe kagaj me ma rhaendi love you munnawar rana sahab qatil ,positive
  ahahhahaahhahahahaahhaa motherchuto ,negative
  allah pak ka mulk e pakistan ky liay anmool tohfa allah in ko sehat e kamla dy ,positive
  buri adten yai logo ki ,negative
  sarcasm acha karti ho xd ,positive
  beshak zaroor karwana chaye ,positive
  ab yai kya bakwas logo ny start ki hai bajhay shukar karnay ky fazool bakwas kar rahay hai agar yai blast ho jata or kse ki jan chali jate to kya tum log khush hotai bohot afsoos ki bat hai aaj kal kse insaan ko kse ki parwa hi nhe ,negative
  najaiz aulad ainda parhaye likhay honi ka saboot dena izzat se baat kroge izzat milegi warna barwe ko barwa kahengy suna jahil doctor kahin ke ,positive
  hahahahahahaha  jhoot itna bolo ky sach lagnay lagay  gumrahi na phailain shoaib bhai  youthiyo na paywariyo ko un leaders nay waisay hi bohat chootiyaa banaya hua hai        ,negative
  ranbir kapoor wale scene ki flim ka naam kya hai ,neutral
  sexy mahool agar kaam hota to song rating kuch or honi the ,neutral
  agar yahi help insanoo ki kijeay to bhtr han ,negative
  atc ny  march ko giriftar honywali zulficar mirza ky  guard ko riha karni ka hukam dedia qatil ,positive
  yani sanu tuuu siyapa puwaya ayeeeee ,negative
  tujhay bda expirance hai gadhe ky dudh ka ,neutral
  kamaaal larkimashaa allahi haawi used iq oragnic products qatil superb resultallahapko agay b esy e taraqi dy ubtan maskand scrub all amazing ,positive
  na samjho ge tau mit jao ge aa afghanistan waalotumhari dastan tak b na ho ji dastano mn this incident is aa great tragedy for all muslims na human being we do spt all good efforts by afghan to react ,positive
  dil khoon ky ansu rota hai dehato me log faqo se mer rae shehrion me nokriya nahi hai ,negative
  abhi tum log kaan daikh rahay ho yai buhat purani picture hai abhi ki dekho picture kuch or dekho gy phir ,neutral
  bhenchod yai kuttay ki bachi ab kyun ro rahe hai madarchod    ,negative
  had hagai stupid actor hyacting ati he nahi isay@maham kya daikh liyaapnay is main@sayra shadi kar loo yar ,negative
  chorni aa ray hai ,negative
  mujay anti imran khan videos mat dikhao qatil ,negative
  ap bahut cute ho mem ,positive
  yai nawaz shareef kis haisiyat se faisle kar raha haiyeh to mujrim hai abhijab tak yai khud ko begunah na sabit karli court main ,negative
  anaya ky lense jinbhoot ky lag rahay hain i hati this colour ,negative
  simply lanat ,negative
  masha allah maryamapny ek mushkal fasila leya hai agar apki neyat qatil achi hai qatil to allahapk rastay zaroor asan karay ameen ,positive
  han yai bhe he yai apki khala ka larka to ni    ,neutral
  masha allah bohot achy shaks thay ,positive
  actress pooja gaur jaise lagte hoap,neutral
  bahut khoob ,positive
  nikah se pehli mohabbat haram hai ,negative
  flag b utha lay jesy apnay mazi may uthy thay ab b utha lay        ,neutral
  hahhaaa ezat qatil ky badaly nokarani intne sasti ezat merab ki ,neutral
  dil chota mt kar ek din to b asi hogi qatil ,negative
  jay seeri raam ji ,positive
  yai uni jate han ya larko sy milny kya culture hai whatbi to aye din qatal ho rahe han larkian ,neutral
  qatil chup kar beghairt patwariik ny muhadida kya to usi bethe rahne dete ku hataya use   yahi din dekhne ke liye  ,positive
  aaj karachi main bohot sardi han ,negative
  sidha dil pa lagta han ahh music    dil pa attak karta han              ,neutral
  roj khato mi he ,positive
  cartoon showbaz ,negative
    bhai ma kahtiapto apnay friend ki kidney b lay ky deta ,negative
  rahat sahab apki atma ko shanti dy upar wala ,neutral
  tum pe r is kameeny bandy pe ,negative
  wesi yai banda mare ko ek dhela ka nahi lagta lekin maine yai gana // ko pora suna maza aa gaya sunky lekin is admi ke chakker main ashiq bhout ho gye hai ,neutral
  pakistan ky flag lagata to acha th ,positive
  sach me yar ,positive
  allah rab ul izzat ubqari idary or hakeem tariq mehmood sab ko is eid ki barkatain or karoron khushion se nawazay or apni hifz oh amman main rakhy ameen sum ameen ya rab ul aalameen ,positive
  majal hai koe daleel se bat hogae ho qatil lochapan bas ,negative
  didi naak ka aandhar ganda hae ,negative
  kute wale karo ga ,negative
  kanjron ki phuppo     ,positive
  oh pagal agar america main ek teacher president ban saktha hai or yahan speaker nahi ban sakta ,neutral
  ( viikkkaaassssssaphamain bilkul pasand nahi aye ðÿ ) ,negative
  mene item usi kya bohot achi quality hai ,positive
  kya love story hai ,positive
   watts ka han bahi   ek dafa chala to bill daikh ka apki sardi ktm ho jaye ji ,negative
  bund ke saath mammy bheee daikh zara ,neutral
  yai chorn ab r ni bikny walaqoam jag chuki hai sab jan chuki hai ,positive
  mashaallah yai naseehat bhot achi hai amal krne main liye qatil ,positive
  hazrat gee mary bachon karobar or sahet ky lay dua ki darkhuwast hai ,positive
  kataar air airways deta hai  riyal ,neutral
  jis ain ka shara lay kar rato raat tum log aye thay wo b youme siya hi tha ,positive
  lanat be shumaar ,negative
  momal khalid doesn look rich galli mohallay wale laghty hai ,neutral
  achi quality han shirts ki good one ,positive
